applicantId,gender,age,nationality,decision,ind-university_grade,ind-debateclub,ind-programming_exp,ind-international_exp,ind-entrepeneur_exp,ind-languages,ind-exact_study,company,ind-degree_bachelor,ind-degree_master,ind-degree_phd,score_A,score_B,score_C,score_D,score,disc_gender,disc_age,disc_nationality
718,female,27,Dutch,0,58,0,0,0,0,0,1,A,1,0,0,0.6234872935412927,0.35720243543914904,0.5579728442844304,1.690057033250091,0.8071799016287408,0,1,0
719,female,22,Dutch,0,62,0,0,0,0,1,1,A,1,0,0,1.8795689980520198,1.4285119688714238,1.1125897440556916,2.5097049505272113,1.7325939153765866,0,0,0
720,male,25,Dutch,0,61,1,0,0,1,3,0,A,1,0,0,3.2108486318341285,4.285307353616174,2.2237471549830374,2.3130818210535735,3.0082462403717285,1,1,0
722,male,21,Dutch,0,70,0,1,0,0,1,1,A,0,1,0,2.6106092365390787,1.7854061379266026,2.221494864160785,3.650618676359164,2.567032228746408,1,0,0
723,male,25,German,1,66,1,0,1,1,3,0,A,0,1,0,4.33685648943483,4.9998516570865,4.442638833866588,3.1634181571611535,4.235691284387268,1,1,1
725,male,27,Dutch,1,72,0,1,0,0,1,1,A,0,1,0,2.792892782010119,1.7854338324741328,2.222882665299457,4.065420760812991,2.716657510149175,1,1,0
727,female,27,Dutch,0,63,0,0,0,0,1,0,A,1,0,0,2.8073897210954093,1.4292535093852832,1.6698067743577747,2.7690687563101335,2.16887969028715,0,1,0
730,male,25,Dutch,0,51,1,0,0,1,2,0,A,0,1,0,1.7722576630195164,3.5711433467889147,2.777164946319264,0.7778281780449275,2.2245985335431557,1,1,0
731,male,30,Dutch,0,54,0,0,0,0,2,0,A,0,1,0,2.921657187601145,3.213966125556733,3.3333570723243957,2.001551841362318,2.867633056711148,1,1,0
734,male,30,Dutch,0,52,0,0,1,0,2,0,A,0,1,0,2.74656129633698,3.213799129925385,4.4428438331558535,1.7741178718214956,3.0443305328099286,1,1,0
736,male,25,German,1,66,1,0,0,0,2,0,A,0,1,0,4.146471019235721,3.9288192027787434,3.331711721383799,3.078709916208276,3.6214279649016348,1,1,1
737,male,24,Dutch,0,64,0,0,0,0,2,1,A,1,0,0,2.7932925790117267,2.856278863527228,1.6677999799976662,3.059366583655589,2.5941845015480522,1,0,0
742,male,24,Dutch,0,57,1,0,0,1,3,0,A,1,0,0,2.7618235480144393,4.285183571418772,2.2229488672400253,1.7115612843841417,2.7453793177643444,1,0,0
744,female,21,Dutch,0,64,0,0,0,0,1,1,A,0,1,0,2.5797539029073313,1.7858926247607523,2.222580522434504,3.038610049367147,2.4067092748674335,0,0,0
746,female,22,Dutch,1,71,1,1,0,1,2,1,A,0,1,0,2.6930940105686085,2.857258615511644,2.2222526423199023,3.5993641456432393,2.842992353510849,0,0,0
747,male,25,Belgian,1,70,0,1,0,0,2,1,A,0,1,0,3.3642885850642603,2.85649935270279,2.220946695426242,4.148650125532951,3.1475961896815607,1,1,1
748,female,21,Dutch,0,70,0,1,0,0,1,1,A,1,0,0,2.206714459640733,1.0715308154705836,1.111989284894441,3.516109115506254,1.976585918878003,0,0,0
749,male,32,Dutch,1,58,0,0,0,0,2,0,A,0,1,0,3.363004271933421,3.214083690168206,3.334335115917638,2.6238072536761465,3.1338075829238528,1,1,0
750,female,30,Belgian,1,67,1,0,0,0,2,1,A,1,0,0,2.952011798842926,2.8570004422423785,1.112470377826766,3.452985193833845,2.593616953186479,0,1,1
751,female,23,Dutch,0,60,0,0,1,0,1,0,A,1,0,0,2.54883005641257,1.429078883991582,2.778419878745426,2.313498868855854,2.267456922001358,0,0,0
752,other,27,Dutch,0,54,1,0,0,1,3,0,A,0,1,0,3.354575629145689,4.6425229944184485,3.8863965487966445,1.6597926011922155,3.3858219433882493,0,1,0
754,female,31,Dutch,0,63,0,0,0,0,0,0,A,0,1,0,2.479844462658599,0.715389631747639,2.2254899186511343,2.7687187684322963,2.047360695372417,0,1,0
755,female,23,Dutch,0,66,0,1,1,0,0,1,A,0,1,0,1.4910777670478235,0.35744737747593863,2.77649041260875,2.956462576267551,1.8953695333500158,0,0,0
756,female,21,Dutch,0,53,0,0,0,0,0,0,A,1,0,0,0.9507113845442797,0.35781736938035436,1.1122847619645457,0.8501587153274847,0.8177430578041662,0,0,0
758,female,26,Dutch,1,61,1,0,1,0,2,0,A,0,1,0,3.6437124132520475,3.2148082448453232,4.44280880965358,2.759010904872863,3.515085093155953,0,1,0
759,female,26,German,0,56,0,0,0,0,1,0,A,1,0,0,2.0535553144484475,1.7862065882539038,1.667005807027972,1.534107228675091,1.7602187346013536,0,1,1
763,female,28,Belgian,1,64,0,0,0,0,1,1,A,0,1,0,2.549410628402049,1.78581874097316,1.667674473830139,3.2563094910094206,2.3148033335536926,0,1,1
764,female,23,Dutch,0,63,0,0,1,0,0,1,A,0,1,0,1.74248915890557,0.7145972480959244,2.7776842804797153,2.6553056118879415,1.9725190748422876,0,0,0
765,male,28,Dutch,1,72,0,1,0,0,2,1,A,0,1,0,3.546203407295612,2.856576060803294,2.777959568836842,4.428692270954872,3.402357826972655,1,1,0
769,female,21,Dutch,0,70,0,1,0,0,0,1,A,1,0,0,1.445725834918997,0.0003823696753044778,0.5570921373163673,3.1735724809759884,1.2941932057216643,0,0,0
771,female,26,Belgian,0,69,0,1,0,0,2,1,A,1,0,0,2.83854003780482,2.1425853127515375,1.1114662392096442,3.88967902505413,2.495567653705033,0,1,1
773,female,27,Dutch,1,73,0,1,0,0,1,1,A,0,1,0,2.9673291394865933,1.4289004484784453,2.2233929875101524,4.335354759192837,2.738744333667007,0,1,0
774,female,23,Dutch,0,58,0,1,0,0,1,1,A,1,0,0,0.8212492114780389,1.0711283810101018,1.1104932015831614,1.81522188376209,1.2045231694583478,0,0,0
776,male,23,Dutch,1,72,0,1,0,0,1,1,A,0,1,0,2.8236047795162964,1.7854587026873217,2.2221636419227777,3.982481258193256,2.7034270955799133,1,0,0
777,female,25,Dutch,1,74,1,1,0,1,2,1,A,0,1,0,3.012587324727414,2.8573374627525645,2.2232558086356473,4.097158018345206,3.047584653615208,0,1,0
778,male,28,German,1,60,0,0,1,0,2,0,A,0,1,0,3.7130414509863434,3.571245925526999,4.442182603982898,2.696367697367205,3.605709419465861,1,1,1
780,male,30,Dutch,1,63,0,0,0,0,1,0,A,1,0,0,2.7240951362180015,1.78580074067373,1.6699903528133766,2.7065358001010043,2.221605507451528,1,1,0
785,female,28,Dutch,1,58,0,0,0,0,1,0,A,0,1,0,2.692988231422996,1.7863942305096874,2.779074633876171,2.323068699668467,2.39538144886933,0,1,0
786,female,22,Dutch,0,70,0,1,0,0,2,1,A,1,0,0,2.9600250848921124,2.1426730437734447,1.6670661885530271,3.8793806256481354,2.66228623571668,0,0,0
787,male,28,Dutch,1,66,1,0,0,1,3,1,A,1,0,0,2.906658538832849,4.284711072338269,1.6688959694007486,3.0907755120383062,2.9877602731525434,1,1,0
788,male,24,Dutch,1,58,1,0,0,1,3,0,A,0,1,0,3.3401546824574866,4.642525509847934,3.3329647685837434,2.1160048436543626,3.3579124511358813,1,0,0
789,male,21,Dutch,0,65,1,0,0,0,2,1,A,1,0,0,2.7090989435976316,3.213587645244377,1.66635195953769,2.7786855872057936,2.591931033896373,1,0,0
790,female,27,Dutch,1,67,1,0,0,0,2,1,A,1,0,0,2.951643075807918,2.857049455800223,1.6680954501471743,3.3182252548159887,2.698753309142826,0,1,0
791,male,25,Dutch,1,59,0,0,1,0,1,0,A,0,1,0,2.8231930638888265,2.1429092714453386,3.888130336657224,2.344281765788129,2.7996286094448797,1,1,0
792,female,26,Dutch,0,64,0,0,0,0,0,1,A,1,0,0,1.3162199176908664,0.35740365261143275,0.5587208859400702,2.5405006491338806,1.1932112763440625,0,1,0
793,male,32,Dutch,0,58,0,0,1,0,0,0,A,0,1,0,1.8942826729049211,1.071684802742506,3.334336847424199,2.0016928456341407,2.075499292176442,1,1,0
797,female,28,Dutch,0,63,0,0,0,0,1,1,A,0,1,0,2.411832136576935,1.7858166019272281,2.223684180731072,3.0385577636778622,2.3649726707282746,0,1,0
799,male,24,German,1,65,0,0,0,1,2,1,A,1,0,0,2.3213275346392415,3.213471728502113,1.1126497702305425,2.685923999236175,2.333343258152018,1,0,1
801,male,24,Belgian,1,61,1,0,1,1,3,0,A,0,1,0,3.7593403663255374,4.642490652999092,3.88706035437069,2.6871082624514013,3.74399990903668,1,0,1
803,male,24,Dutch,0,56,0,0,0,0,0,0,A,1,0,0,1.2099441121002925,0.7144621005145785,1.112932239221563,1.2232150049339612,1.0651383641925989,1,0,0
804,male,24,Dutch,0,71,0,1,1,0,0,1,A,0,1,0,1.994018034984891,0.7141695436551777,2.777087643863236,3.5784419450602876,2.265929291890898,1,0,0
805,male,22,German,0,62,0,1,0,0,1,1,A,1,0,0,1.2630876967471512,1.7850048433393413,1.1090375070907634,2.052683340822305,1.5524533469998905,1,0,1
806,female,27,Dutch,0,67,0,0,1,0,0,1,A,0,1,0,2.168480244689438,0.714702377707951,2.7790218357612972,3.3190307755514428,2.245308808427532,0,1,0
808,female,25,Belgian,1,66,0,0,0,0,2,1,A,1,0,0,3.097629429030582,2.499741400878552,1.1124803513152202,3.567787185039489,2.569409591565961,0,1,1
809,male,28,German,1,59,1,0,1,1,3,0,A,1,0,0,3.0504367322255734,4.64229606631125,3.3322344025676904,1.9500007333193516,3.2437419836059664,1,1,1
810,female,28,Dutch,0,62,0,0,0,0,0,1,A,1,0,0,1.0725123772586418,0.35732621766772105,0.5587711317729199,2.2915775699288887,1.0700468241570429,0,1,0
812,female,25,Dutch,0,59,0,0,0,0,1,0,A,1,0,0,2.3660426365584524,1.429135944691988,1.668828730728172,2.146813343958841,1.9027051639843633,0,1,0
813,other,23,Dutch,1,67,0,1,0,0,1,1,A,0,0,1,2.892498297751362,1.78433167959267,3.3306408687989344,3.0491382853583895,2.7641522828753393,0,0,0
814,male,28,Dutch,1,57,0,0,1,0,1,0,A,1,0,0,2.10765216051922,1.7855161803617494,2.778499070100073,1.856846418251036,2.1321284573080197,1,1,0
817,female,30,Dutch,0,55,0,0,0,0,0,0,A,1,0,0,1.1099609320647823,0.3578264112684799,1.1142118309205506,1.3271654267238677,0.9772911502444201,0,1,0
820,other,27,Dutch,0,56,0,0,1,0,1,0,A,0,1,0,2.959467780665216,2.142945473517906,4.44153699394158,2.012531062956576,2.8891203277703195,0,1,0
821,female,28,Dutch,1,60,0,0,0,0,2,0,A,1,0,0,3.2181730339986516,2.5002982378384706,2.2244197790210234,2.696751020683239,2.659910517885346,0,1,0
830,male,25,Dutch,0,57,0,0,0,0,1,0,A,1,0,0,2.077430508327694,1.785636828800774,1.6681637756321521,1.7316829303227355,1.815728510770839,1,1,0
832,female,24,Dutch,0,60,1,0,0,0,2,0,A,1,0,0,3.0274816271812313,2.857580737239062,2.2226373698376127,2.2501387333234217,2.589459616895332,0,0,0
838,male,25,Belgian,1,63,1,0,0,0,2,0,A,1,0,0,3.3254730744758785,3.2142075426067667,1.6667609953412699,2.6542805836414765,2.715180549016348,1,1,1
840,female,23,Belgian,0,66,0,0,0,0,1,1,A,0,1,0,2.8161521668359817,1.7859148286308242,1.667084960216317,3.443027943253124,2.428044974734062,0,0,1
841,male,23,Dutch,0,59,0,0,0,0,1,0,A,1,0,0,2.321138048555238,1.7857142637834487,1.668113529665981,1.9806060095230442,1.938892962881928,1,0,0
844,male,27,Dutch,0,47,0,0,0,0,1,0,A,1,0,0,0.9203168017076824,1.785299394253387,1.666976958115762,0.3211885291238697,1.1734454208001752,1,1,0
847,female,25,Dutch,1,61,0,0,0,0,1,0,A,1,0,0,2.594394178169362,1.4292009446002125,1.6691379967169837,2.4372061744666755,2.0324848234883084,0,1,0
849,male,27,Dutch,0,71,0,1,0,0,1,1,A,0,1,0,2.678717011221721,1.785401332513202,2.222728032462613,3.920224345542683,2.651767680435055,1,1,0
850,male,29,Belgian,0,57,0,0,0,0,0,0,A,1,0,0,1.3091326073070637,0.7144331517886671,0.5578213117293418,1.5446411104781381,1.0315070453258026,1,1,1
851,female,27,German,1,65,0,0,1,0,1,1,A,0,1,0,2.738835317491696,2.1429601846227198,3.3320709366015446,3.173322834367673,2.8467973182709083,0,1,1
852,other,28,Dutch,0,74,0,1,0,1,2,1,A,1,0,0,3.1806988081407193,2.4994637633947328,1.6681525486794564,4.201419494482529,2.8874336536743597,0,1,0
856,male,28,Dutch,1,56,0,0,0,0,2,0,A,0,1,0,3.1653647278286896,3.2140435605238222,3.333306826406705,2.250474920581359,2.990797508835144,1,1,0
857,female,25,Dutch,0,52,0,0,0,0,2,0,A,0,1,0,2.7919562294501654,2.857366329452045,3.3325047163734447,1.7322222157420384,2.6785123727544233,0,1,0
859,male,22,German,1,68,0,1,0,0,1,1,A,0,1,0,2.412297685251585,2.142509281448475,2.2198265731156273,3.1831089763597706,2.4894356290438644,1,0,1
861,female,22,Dutch,1,62,0,0,0,1,2,1,A,1,0,0,2.0166988180578946,2.4996464188711345,1.1137208298272927,2.5314543304756127,2.0403800993079835,0,0,0
864,female,21,German,0,64,0,0,0,0,1,1,A,1,0,0,2.1533165287394334,1.785757547215036,1.1111804730695345,2.5815111601750824,1.9079414272997717,0,0,1
867,female,26,Dutch,0,60,0,0,1,0,0,0,A,1,0,0,1.7648074336720698,0.35791178548722075,2.224061998827124,2.033166861361805,1.5949870198370548,0,1,0
870,male,23,Dutch,0,74,1,1,0,1,2,1,A,0,1,0,2.9676827366730296,3.213915781781685,2.2225406076825376,3.930950683928141,3.0837724525163486,1,0,0
872,male,32,Dutch,0,57,0,0,0,0,0,0,A,1,0,0,1.2626958881662997,0.7144448600315982,1.1145249192117308,1.5342904254015908,1.1564890232028049,1,1,0
873,female,26,Belgian,0,64,0,1,0,0,1,1,A,0,1,0,1.9708279229151409,1.4285838055925617,1.6656571954330588,3.0804074583174117,2.0363690955645435,0,1,1
876,female,27,Dutch,0,63,0,0,0,0,1,1,A,1,0,0,1.9553547722050182,1.428513381032263,1.1136431565194096,2.7585757440241863,1.8140217634452194,0,1,0
877,male,30,Belgian,1,68,0,1,1,1,3,1,A,1,0,0,2.8237771530724474,3.570126280853482,2.222602053125061,3.7873927702281627,3.100974564319788,1,1,1
878,male,32,Dutch,1,62,0,0,1,0,1,0,A,0,1,0,3.1119743808825886,2.1429632484019634,3.8898525267859734,2.925015141137928,3.017451324302113,1,1,0
879,male,25,German,1,62,0,0,1,1,2,0,A,0,1,0,3.340568185866043,3.571315582252304,3.888186540408505,2.6037686463880827,3.3509597387287338,1,1,1
880,female,29,Dutch,0,61,0,0,1,0,1,0,A,0,1,0,3.0810931948180884,1.7863835171214157,3.8895143154450467,2.84235168207675,2.899835677365325,0,1,0
885,male,28,Dutch,1,58,1,0,1,0,2,0,A,0,1,0,3.2255685154627454,3.5712641938583363,4.442348733287854,2.2401538272552437,3.369833817466045,1,1,0
886,male,24,Dutch,0,67,1,0,0,1,2,1,A,1,0,0,2.290557682439802,3.2136199966167807,1.1134344311858784,2.810495790163297,2.35702697510144,1,0,0
887,male,27,Dutch,1,59,0,0,0,0,1,0,A,1,0,0,2.290426051151401,1.7856893935702598,1.6688325533820245,2.0635455121240467,1.952123377556933,1,1,0
888,male,26,Belgian,1,56,1,0,0,1,2,0,A,1,0,0,1.894705875129067,3.213959829581551,1.1120922586787096,1.3378532980179068,1.8896528153518086,1,1,1
890,male,24,German,0,64,0,0,0,0,1,1,A,1,0,0,2.070021943947309,2.1423047785697196,1.1113640515251362,2.5189782040221487,1.9606672445160784,1,0,1
893,female,23,Dutch,0,74,0,1,0,0,1,1,A,0,0,1,3.2578312523194026,1.4278471582071024,2.7785679443847107,4.127881983702287,2.8980320846533756,0,0,0
895,male,22,Dutch,0,68,0,1,0,0,2,1,A,1,0,0,2.671412956695467,2.499173927914375,1.6664012334085267,3.464250212002664,2.575309582505258,1,0,0
896,female,22,Dutch,0,71,0,1,0,0,0,1,A,0,1,0,2.0163789701304817,0.35771809048347086,1.667287794655757,3.5987509159233873,1.910033942798274,0,0,0
897,male,27,Dutch,0,52,1,0,0,1,2,0,A,1,0,0,1.4069220713660628,3.2138539731243685,1.6678178227496583,0.7052472006275308,1.748460266966905,1,1,0
899,male,25,Dutch,0,52,0,0,0,1,2,0,A,1,0,0,1.6436814742380688,2.856608779101031,1.668521696758968,1.027450234055405,1.7990655460383682,1,1,0
902,male,22,Dutch,1,71,0,1,0,0,1,1,A,0,1,0,2.717107007993574,1.7854324203902452,2.2218292530296613,3.8165499672785517,2.635229662173008,1,0,0
904,female,28,German,0,69,0,1,0,0,1,1,A,1,0,0,2.0765106828312008,1.4286291535946405,1.1115541624177538,3.318205084681013,1.983724770881152,0,1,1
908,female,23,Dutch,1,74,0,1,0,0,1,1,A,0,1,0,3.1122169077811686,1.4289578186486687,2.222828596921836,4.397611671829361,2.7904037487952587,0,0,0
910,male,24,Dutch,0,66,0,1,0,0,1,1,A,0,1,0,2.130872155417893,1.7852574855111416,2.2214156000610954,3.1320376423469307,2.3173957208342655,1,0,0
911,male,30,German,0,69,0,0,1,0,1,1,A,0,1,0,3.11224381581905,2.4996374157022894,3.332873046671166,3.6915755391976273,3.159082454347533,1,1,1
912,male,27,Dutch,0,69,0,1,0,0,2,1,A,1,0,0,2.747198730507331,2.4991753400946957,1.6674546457510435,3.713121005513688,2.6567374304666895,1,1,0
913,female,25,Dutch,1,62,0,0,0,0,2,0,A,1,0,0,3.4695585736624386,2.5003818904333737,2.224189777277343,2.9249392242251018,2.7797673663995646,0,1,0
915,male,29,Dutch,1,58,1,0,0,1,3,0,A,1,0,0,2.837609321979814,4.285184983564026,2.224002279631023,1.9604320779138975,2.8268071657721903,1,1,0
916,female,29,Dutch,1,61,0,0,1,0,1,0,A,0,0,1,3.226707539322209,1.7852728567227083,4.4452536627382395,2.572621993930943,3.007464013178525,0,1,0
920,male,28,Dutch,1,55,0,0,0,0,2,0,A,1,0,0,2.5870335933174156,2.8567016220751795,2.223290924941786,1.846031361259625,2.3782643753985013,1,1,0
921,male,27,Dutch,1,56,0,0,0,0,1,0,A,0,1,0,2.4120541024749698,2.142901332204402,2.778229922905681,1.8872034104160624,2.3050971920002787,1,1,0
922,female,23,Dutch,0,58,0,0,0,0,1,0,A,1,0,0,2.2672228645401997,1.4291158798444703,1.6683145860454265,1.9601471774231545,1.8312001269633127,0,0,0
923,female,27,German,1,58,0,0,1,0,2,0,A,1,0,0,3.088473131674537,2.8573118207126433,3.3321880031441555,2.2507304303105506,2.8821758464604716,0,1,1
927,male,22,German,0,60,0,0,0,0,2,0,A,1,0,0,3.2416984330224787,3.2140757880948567,2.221446773469534,2.249752438454288,2.7317433582602897,1,0,1
928,male,25,German,0,49,0,0,0,0,1,0,A,1,0,0,1.2017423315925446,2.1425511901829277,1.665387931146054,0.37225986315075865,1.3454853290180713,1,1,1
930,male,28,German,0,57,0,0,0,0,0,0,A,1,0,0,1.3311258751251147,1.0716440912354865,1.112267114661832,1.2534991776318516,1.1921340646635712,1,1,1
932,male,29,Dutch,1,55,0,0,0,0,2,0,A,0,1,0,3.0435109577405024,3.2140048430169,3.33333194928677,2.12601338097418,2.9292152827545883,1,1,0
936,male,27,Dutch,0,55,0,0,0,0,1,0,A,1,0,0,1.8337229679636957,1.78555939382297,1.6682140216104435,1.4827598511224267,1.6925640586298838,1,1,0
938,male,29,Dutch,1,64,1,0,0,1,3,0,A,1,0,0,3.522663946727258,4.285379983247788,2.224930077306574,2.831610569423352,3.216146144176243,1,1,0
939,male,28,Dutch,1,62,0,0,0,0,1,1,A,0,1,0,2.237395779083404,2.142349985957982,2.2231738585203766,2.7686237652980155,2.3428858472149448,1,1,0
940,female,31,German,0,64,0,0,1,0,0,1,A,0,1,0,1.8329589244753848,1.0717543685870845,2.7777381795633067,2.768529287214932,2.112745189960177,0,1,1
944,male,30,Dutch,1,60,1,0,0,1,3,0,A,1,0,0,3.0582828643079907,4.285243765910674,2.224491301530665,2.2715597841035926,2.9598944289632305,1,1,0
946,male,25,German,1,55,1,0,0,0,3,0,A,0,1,0,3.651526165233909,4.99961014921321,3.8849079066778955,1.8240859829290614,3.5900325510135187,1,1,1
947,female,26,Dutch,0,58,0,0,1,0,0,0,A,0,1,0,2.000611255886377,0.7151562240745011,3.333614001308826,2.002021174858567,2.012850664032068,0,1,0
948,male,26,Dutch,1,68,0,0,0,0,1,1,A,0,1,0,2.9378064024986537,2.142557420754183,2.2237421443500267,3.598332505537408,2.725609618285068,1,1,0
949,male,28,German,0,67,0,1,0,0,1,1,A,1,0,0,1.787898554702782,1.7851300377238821,1.1108892072005327,2.903074671007444,1.8967481176586602,1,1,1
952,male,30,Dutch,1,70,0,0,0,0,1,1,A,0,0,1,3.281060291209846,2.1414868899842743,2.780509781226873,3.7019351504910722,2.976248028228017,1,1,0
954,female,24,Dutch,1,64,0,0,1,1,2,0,A,0,1,0,3.5991403238245567,2.8576465547669954,3.8902105205608715,3.1960159295204305,3.385753332168214,0,0,0
955,female,31,Dutch,0,56,0,0,0,0,0,0,A,1,0,0,1.2164587033998806,0.3578526936892633,1.1145462197409461,1.4930967176432552,1.0454885836183363,0,1,0
957,female,29,Dutch,1,61,0,0,0,0,1,0,A,0,1,0,3.0278375445054575,1.7864855128747357,2.7797182886368974,2.779392821123787,2.593358541785219,0,1,0
959,male,29,Dutch,1,57,1,0,1,1,2,0,A,0,1,0,2.4798559406586977,3.5712114805402604,3.8886077944099267,1.7949050331504943,2.9336450621898447,1,1,0
963,female,30,Dutch,1,55,0,0,0,0,1,0,A,0,1,0,2.3351049204241106,1.7862842956177079,2.778970246823696,1.9289492052540462,2.20732716702989,0,1,0
965,male,26,Dutch,0,59,0,0,0,0,2,0,A,1,0,0,3.0590926751899823,2.8568440570089373,2.223549945194709,2.3853472709865002,2.6312084870950323,1,1,0
966,male,25,Dutch,1,57,0,0,0,0,2,0,A,1,0,0,2.838419132998259,2.856785274674953,2.2230609231859857,2.074219564829586,2.4981212239221957,1,1,0
970,other,29,German,0,60,1,0,0,1,2,0,A,1,0,0,2.8368482563186372,3.5714220355893587,2.221386661278093,1.7728053203430612,2.6006155683822874,0,1,1
971,male,22,Belgian,1,73,0,1,0,0,1,1,A,0,1,0,2.96886127074354,1.7854670593191821,1.6659741790625335,4.179498109842954,2.6499501547420525,1,0,1
972,female,26,Dutch,1,67,0,0,1,0,1,1,A,0,1,0,2.937146868642736,1.78585704113494,3.3337392273800597,3.6408325343577004,2.924393917878859,0,1,0
976,male,24,Dutch,0,48,0,0,0,1,2,0,A,1,0,0,1.1946563905207197,2.856484996888044,1.6677234091250368,0.4259296973906563,1.5361986234811142,1,0,0
977,male,27,Dutch,0,72,0,1,0,0,1,1,A,1,0,0,2.3287374182531293,1.428124394035124,1.1130213969259048,3.8061736167756135,2.169014206497443,1,1,0
978,male,27,Dutch,1,76,1,1,0,0,2,1,A,0,1,0,3.7891810856300756,3.2139699072995627,2.7773349588302607,4.6250702715673295,3.6013890558318074,1,1,0
981,female,22,German,0,58,0,1,0,0,0,0,A,1,0,0,0.9576915244673477,0.3579006419788791,1.1100411350139259,1.264591640681223,0.9225562355353439,0,0,1
986,female,26,Dutch,0,68,1,0,0,0,2,1,A,0,1,0,3.5376522096530945,3.214397611830898,2.777931595543701,3.7019339384418126,3.3079788388673768,0,1,0
988,other,32,Dutch,0,69,0,0,1,0,1,1,A,0,0,1,3.6989421998074357,2.1414860961854463,4.444021731005186,3.7235361391015847,3.5019965415249135,0,1,0
989,male,28,Dutch,0,57,0,0,0,0,0,0,A,0,1,0,1.7575632493782964,1.071779168726655,2.2236671641843633,1.7105980668051846,1.6909019122736249,1,1,0
990,male,29,German,1,59,0,0,0,0,1,0,A,1,0,0,2.3127880420385734,2.142851319415402,1.667653284078947,1.9071635182862503,2.007614040954793,1,1,1
993,female,28,Dutch,1,65,0,1,0,0,1,1,A,1,0,0,1.5820896101226312,1.0713247928975622,1.1124744114800285,2.9352711687919344,1.675289995823039,0,1,0
996,male,22,Dutch,0,69,0,1,0,0,1,1,A,1,0,0,2.0246001026256755,1.4280579819270978,1.1116587186672973,3.26690999278017,1.9578066990000602,1,0,0
999,female,22,Dutch,0,68,0,1,0,0,0,1,A,0,1,0,1.673851657765288,0.35762059064158974,1.66682389573314,3.1631616701733427,1.71536445357834,0,0,0
1000,female,21,Dutch,0,58,0,0,0,0,0,1,B,1,0,0,0.6695552897835021,0.3572397407852322,0.5568943088436868,1.5656477793368802,0.7873342796873253,0,0,0
1003,female,28,Dutch,0,64,0,0,1,0,0,1,B,0,1,0,1.8182749329391714,0.7145986602840376,2.778737692846472,2.9041764054176973,2.0539469228718445,0,1,0
1004,male,30,Dutch,1,63,1,0,0,1,3,0,B,0,1,0,3.8649655402766636,4.642650704217863,3.3348164687056325,2.9663961738254523,3.702207221756403,1,1,0
1009,female,27,Dutch,0,74,0,1,0,0,1,1,B,0,1,0,3.081504910343218,1.4289329484179465,2.2235476205409186,4.480551174458462,2.8036341634401363,0,1,0
1015,female,26,Dutch,0,70,0,1,0,0,1,1,B,0,1,0,2.6324798265576423,1.4288091661913227,2.2227493328948675,3.8790306377890302,2.540767240858216,0,1,0
1017,male,32,Dutch,0,60,0,1,0,0,1,0,B,1,0,0,1.7722731208085518,1.4284434352302693,1.6682281990158003,2.1779840242740023,1.761732194832156,1,1,0
1018,female,32,Dutch,0,58,0,0,0,0,0,0,B,1,0,0,1.437132245642774,0.35791147602032575,1.1150352414951468,1.8042244237720717,1.1785758467325795,0,1,0
1019,female,23,Dutch,0,67,0,1,1,0,0,1,B,0,0,1,1.7508678824938522,0.3563692170177066,3.332384392932709,2.831929303410784,2.067887698963763,0,0,0
1020,female,27,Belgian,0,59,0,0,0,0,1,1,B,1,0,0,1.522054410122256,1.4283530203465968,0.5568602848524901,2.2503453950697683,1.4394032775977776,0,1,1
1021,female,28,Belgian,0,66,0,1,0,0,1,1,B,0,1,0,2.1838234657388482,1.4286363703727623,1.6663259730496092,3.412270040142138,2.1727639623258392,0,1,1
1024,female,26,Belgian,0,69,0,1,0,0,1,1,B,0,1,0,2.5417067768059605,1.4287463053621485,1.6664303599566426,3.8063895345752905,2.3608182441750105,0,1,1
1025,male,27,Dutch,0,48,0,0,0,1,2,0,B,1,0,0,1.1716223924166718,2.8564663442442244,1.6682626766636066,0.48813432434726184,1.546121434417941,1,1,0
1029,female,28,Dutch,0,63,0,1,1,0,0,1,B,0,1,0,1.1101604579790034,0.35731878985442156,2.776925293288767,2.6245477087769555,1.7172380624747867,0,1,0
1033,male,27,Dutch,0,62,0,0,0,0,1,0,B,1,0,0,2.632953363618935,1.7857868934121408,1.6692964522198002,2.499134757864725,2.1467928667789002,1,1,0
1034,male,22,Dutch,0,68,0,0,0,0,1,1,B,1,0,0,2.504363036213728,1.7852728524913486,1.1131618524058726,3.256145858861565,2.1647358999931283,1,0,0
1037,female,22,Dutch,0,63,0,1,0,0,1,1,B,1,0,0,1.3998060646174775,1.0712970983578247,1.111086610389837,2.5204690843755717,1.5256647144351776,0,0,0
1039,male,24,Dutch,1,62,1,0,1,1,2,0,B,0,1,0,3.0891247913725404,3.571405068028117,3.8884821796096403,2.4172127311489247,3.2415561925398055,1,0,0
1040,female,22,Belgian,0,60,0,0,0,0,1,0,B,1,0,0,2.5266551266070114,1.4291567363622582,1.112279756252309,2.302360444315062,1.8426130158841603,0,0,1
1042,male,27,Belgian,1,75,1,1,0,1,2,1,B,0,1,0,3.0745492311966465,3.213893050645598,1.667249924231005,4.231641913837287,3.0468335299776346,1,1,1
1049,male,22,Dutch,0,70,0,1,1,0,0,1,B,0,0,1,2.040812607402532,0.713038818412849,3.3323128465464036,3.122046090350697,2.3020525906781204,1,0,0
